Aeromonas,Bacteroides,Burkholderia,Prevotella,Stenotrophomonas,Veillonella
0.631173550335227,0.6319156558677517,0.7447412866574543,0.7513946466042275,0.7171298428783458,0.6907211218588464
0.6108808024975689,0.7179998976406162,0.6710681201699166,0.7008291110087518,0.6442755514611802,0.6277701008239931
0.6356005936844261,0.6729105890782537,0.6951737550539947,0.7028762986846818,0.642023645017657,0.6951481652080455
0.6201955064230512,0.7196120579354113,0.6988075131787708,0.6857566917447158,0.6921541532319975,0.6975280208813143
0.632171554327243,0.6726802804647115,0.7130610573724346,0.7293873790879779,0.7111418189262501,0.6761860893597421
0.6582987870413021,0.6827370899227186,0.691667946158964,0.686422027739393,0.6850913557500384,0.6578381698142176
0.5709862326628794,0.6587338144224372,0.6656174829827525,0.6619837248579763,0.6645938891447873,0.6222171042530324
0.6204002251906444,0.6422795434771483,0.6706586826347306,0.7105020727775218,0.6480116689697528,0.6895439889451865
0.5970878755309893,0.6300220072675162,0.6698653974103076,0.691642356313015,0.6364194687547982,0.6619581350120273
0.6037668253237115,0.6889810123343058,0.7172577921080915,0.7291314806284867,0.6877782895746967,0.6739597727621679
0.6446338093044681,0.6178412405957316,0.6736271047648292,0.6949690362864016,0.662495521776959,0.6349608475356978
0.59179077741952,0.7256768514253544,0.7091458109422181,0.7297712267772148,0.7176672296432776,0.6731153078458467
0.6269768155995701,0.6968115051947388,0.6771840933517581,0.6876247504990021,0.6930753876861661,0.6262858897589436
0.5331132606581709,0.6829673985362609,0.6977327396489073,0.6754695736731664,0.6992169507139566,0.6387737345821178
0.5909719023491479,0.6801525154818568,0.5782537489124315,0.6906699421669482,0.6118276267976868,0.7392650596243411
0.5421720661241618,0.6324274527867342,0.7239367419008138,0.5659706228568504,0.6184809867444597,0.6157940529198014
0.6103690055785864,0.6827115000767695,0.653871743692103,0.7160806591944316,0.6403858948769129,0.6736015149188802
0.6346537693843083,0.6588361738062337,0.6510824504836481,0.6492655714212601,0.6977071498029581,0.6311991401811762
0.5881314294487947,0.5957060238497365,0.7257536209632017,0.6327089410921747,0.6419468754798094,0.6725267413890168
0.567301294846205,0.6017708173396796,0.6994216694815497,0.7139055222887558,0.6350887967654435,0.706100619274272
0.6121347049490762,0.6796151287169252,0.7233737652899329,0.702671579917089,0.6644147602231434,0.6039715440913045
0.6221659245611342,0.6598341777982497,0.6783612262654178,0.6655407134449051,0.687420031731409,0.6501100363375812
0.5968063872255489,0.6281027688213318,0.7006499820871079,0.7108603306208097,0.6657454322124982,0.6681252878857669
0.6489073135779723,0.6643891703771942,0.7185116945595987,0.701673575925073,0.715338553661907,0.6533855366190695
0.6083985874405037,0.6453247351450944,0.6713751983213061,0.672757050002559,0.6616254670146886,0.6799477967142639
0.6205537642663391,0.6625722913148064,0.6781309176518757,0.6801781053278059,0.708326935871846,0.6280515891294334
0.5944777112441784,0.6246481396181995,0.662700240544552,0.6187368852039511,0.5726239828036236,0.5892829725165054
0.5783816981421771,0.6607298224064692,0.6810481600900764,0.6595270996468601,0.683607144684989,0.6750345462920314
0.5888991248272686,0.6709913506320692,0.6964020676595528,0.6648753774502278,0.6653871743692102,0.6369312656737807
0.578535237217872,0.6480116689697528,0.6770049644301142,0.7304877424637904,0.7190746711704796,0.7192026204002252
0.5979835201392087,0.6911561492399816,0.6630840882337888,0.6964276575055018,0.6679461589641231,0.6664363580531245
0.589794769435488,0.6901325554020166,0.6977071498029582,0.6869082348124264,0.6489584932698705,0.6356517733763243
0.5928911407953323,0.6471927938993808,0.6830953477660066,0.7334049849019909,0.6336045857003941,0.7047443574389683
0.6162546701468857,0.6990378217923128,0.7480167869389426,0.7106044321613184,0.7348124264291929,0.6343211013869696
0.5818363273453094,0.7432314857464558,0.7554122524182405,0.6694815497210707,0.7512666973744817,0.6447105788423154
0.5562720712421311,0.6797686677926199,0.7473514509442654,0.6221915144070833,0.6570960642816931,0.6275909719023491
0.6442755514611802,0.6140539433952608,0.7204309330057832,0.7347868365832437,0.6742156712216593,0.6946363682890629
0.5655867751676135,0.6347305389221558,0.6412047699472849,0.6399252776498285,0.6484466963508879,0.6422539536311991
0.5707303342033881,0.6602692051793848,0.6371359844413735,0.6640820922258048,0.6238804442397257,0.639413480730846
0.6038947745534572,0.674983366600133,0.6789497927222476,0.6889042427964585,0.6869850043502737,0.6949178565945033
0.6128512206356518,0.7064076974256615,0.6369056758278315,0.6594247402630637,0.6654383540611086,0.6226265417882184
0.5705000255898459,0.6579405291980143,0.6642612211474487,0.6615998771687395,0.6517477864783253,0.6798454373304672
0.6474486923588719,0.6061210911510313,0.7495265878499411,0.6827370899227186,0.7059726700445264,0.6702236552535953
0.6026152822560008,0.637596601668458,0.679794257638569,0.66451711960694,0.6189671938174932,0.6666154869747684
0.5874660934541174,0.6579149393520651,0.7396233174676289,0.6622652131634168,0.7099902758585392,0.6134909667843801
0.644812938226112,0.7471723220226214,0.6523875326270537,0.70146885715748,0.7414401965300169,0.6470904345155842
0.6217053073340498,0.6297405189620758,0.719381749321869,0.6981933568759916,0.7057423614309843,0.658912943344081
0.6094477711244178,0.6675111315829878,0.696837095040688,0.6000307078151389,0.6135421464762782,0.576718358155484
0.5833973079482062,0.6646706586826348,0.6870873637340703,0.6698909872562567,0.6703004247914427,0.6342699216950715
0.6445058600747223,0.6579661190439633,0.7011617790060904,0.7590204206970674,0.7245253083576437,0.658912943344081
