Actinobacillus,Actinomadura,Actinomyces,Aeromonas,Aggregatibacter,Agrobacterium,Alistipes,Anaerococcus,Anaerostipes,Arcobacter,Arsenicicoccus,Atlantibacter,Aureimonas,Bacillus,Bacteroides,Bifidobacterium,Blautia,Brevibacterium,Burkholderia,Capnocytophaga,Cardiobacterium,Carnobacterium,Cedecea,Cellulomonas,Cellulosimicrobium,Chromobacterium,Clostridium,Collinsella,Cronobacter,Curtobacterium,Dermabacter,Dermacoccus,Desulfovibrio,Dokdonella,Dyella,Eikenella,Erwinia,Exiguobacterium,Filifactor,Gemella,Gryllotalpicola,Helicobacter,Kerstersia,Kluyvera,Kytococcus,Lachnoclostridium,Lactobacillus,Laribacter,Legionella,Leifsonia,Lelliottia,Leptotrichia,Lysinibacillus,Mastadenovirus,Morganella,Mycoplasma,Neisseria,Nocardiopsis,Odoribacter,Oerskovia,Paenibacillus,Pandoraea,Pantoea,Parabacteroides,Paracoccus,Parvimonas,Pasteurella,Peptoniphilus,Pluralibacter,Porphyromonas,Prevotella,Propionibacterium,Psychrobacter,Rahnella,Raoultella,Roseomonas,Rothia,Selenomonas,Shewanella,Sneathia,Stenotrophomonas,Tannerella,Treponema,Tsukamurella,Veillonella,Weissella,Yersinia
0.5293771431495983,0.4494600542504734,0.5294795025333947,0.5916116484978761,0.4832130610573725,0.5845232611699678,0.5424791442755514,0.5008700547622703,0.5116945595987512,0.5176314038589488,0.5162495521776959,0.498592558472798,0.5115666103690055,0.6575566815087772,0.7398536260811709,0.5530477506525411,0.6155637443062593,0.4255847279799375,0.6629561390040433,0.6209632018015252,0.48259890475459344,0.45905624648139626,0.5596243410614669,0.5840114642509853,0.46895951686370846,0.5022519064435232,0.604662469931931,0.5278929320845489,0.562080966272583,0.49915553508367877,0.4585700394083628,0.49787604278622233,0.5090843953119402,0.5006141563027791,0.5053226879574184,0.5300168892983265,0.5279185219304979,0.46901069655560673,0.519473872767286,0.5316802292850197,0.5074978248630942,0.471672040534316,0.5165566303290854,0.5191412047699473,0.4953938277291571,0.623547776242387,0.593198218946722,0.5126669737448181,0.4824453656788986,0.5550949383284712,0.547417984543733,0.6162034904549875,0.5045549925789446,0.5247709708787552,0.5338553661906956,0.5167357592507293,0.5016889298326423,0.5297865806847843,0.5341368544961359,0.4905573468447719,0.5106197860688879,0.5804032959721582,0.5149444700342904,0.6384666564307283,0.5069860279441117,0.538768616612928,0.5217513690567582,0.5155330364911203,0.546599109473361,0.5906648241977583,0.696862684886637,0.5012794922974564,0.47566405650237986,0.4789395567838681,0.5311940222119863,0.4638927273657812,0.5538922155688624,0.5358001944828292,0.43822611187880656,0.4687547980961154,0.6978606888786529,0.5907671835815548,0.5135882081989867,0.5046061722708428,0.6492143917293618,0.5402016479860791,0.47046931777470696
0.508239930395619,0.46348328983059517,0.5226981933568761,0.6224985925584727,0.4948564409642254,0.5946824300117712,0.5696555606735249,0.5320128972823583,0.5278161625467015,0.5529965709606428,0.504017605814013,0.49183683914222837,0.4767132401862941,0.6166385178361227,0.6491632120374635,0.6027432314857464,0.6446082194585189,0.5130252315881059,0.6495726495726496,0.6618301857822816,0.4953170581913096,0.5559394032447925,0.5521521060443215,0.6431495982394186,0.529735400992886,0.49636624187522393,0.6261067608372998,0.5327038231229848,0.5526894928092534,0.5589845949127387,0.474282204821127,0.5048620707303342,0.48093556476790017,0.5059880239520959,0.532345565279697,0.5234402988894007,0.5085470085470086,0.5144838528072061,0.5591381339884334,0.5508982035928144,0.510056809458007,0.5098009109985159,0.5092635242335841,0.5409437535186038,0.5252315881058396,0.6328113004759711,0.591816367265469,0.5430165310404831,0.4608987153897334,0.562874251497006,0.5727519320333692,0.5299912994523773,0.5121039971339373,0.5028404729003532,0.5656379548595117,0.5471109063923435,0.5029684221300988,0.5147141614207482,0.5014586212191003,0.5340600849582886,0.5042479144275551,0.6124161932545167,0.5466246993193101,0.5858027534674242,0.5264087210194994,0.49700598802395207,0.4981831209376119,0.5033010901274374,0.5337018271150008,0.5981626490608526,0.7119606939966222,0.49634065202927474,0.4890731357797226,0.5059624341061467,0.5703464865141512,0.49682685910230817,0.5127693331286146,0.5249245099544501,0.5674548339218998,0.4890219560878244,0.6476022314345667,0.550616715287374,0.4876401044065714,0.48794718255796105,0.6137724550898204,0.5030963713598444,0.5207789549106914
0.5207789549106915,0.48218946721940736,0.4932442806694304,0.642023645017657,0.5115154306771073,0.5828343313373254,0.5255386662572292,0.48313629151952503,0.5072675162495522,0.5440145350324991,0.4857976354982343,0.5112851220635652,0.47771124417831007,0.535544296023338,0.7023645017656993,0.5642049234863605,0.6151543067710732,0.44700342903935714,0.6194022211986283,0.5927120118736885,0.4706996263882491,0.5118225088284969,0.556860637698961,0.5698602794411178,0.45378473821587595,0.4662981728849992,0.5885664568299298,0.532729412968934,0.55102615282256,0.47177439991811243,0.47366804851834793,0.4946005425047342,0.471876759301909,0.5177849429346435,0.47507549004554994,0.5228773222785199,0.5374891243154717,0.4778647832540048,0.5328829520446287,0.5133067198935463,0.5238241465786375,0.4833921899790163,0.5226981933568761,0.5155074466451711,0.48472286196837094,0.6166385178361227,0.49805517170786634,0.5496187112953581,0.4919903782179231,0.5412508316699933,0.5456778750191924,0.5155330364911204,0.4946005425047341,0.5241312247300272,0.54340037872972,0.5105174266850914,0.4525052459184197,0.5463432110138696,0.4979784021700189,0.45716259788116076,0.4783509903270382,0.5666615486974769,0.5309125339065459,0.5434771482675674,0.4728235836020267,0.5316290495931215,0.4874865653308767,0.486539741030759,0.5383079993858437,0.5651773376324274,0.6319156558677517,0.4837760376682533,0.5031219612057934,0.4936793080505655,0.5107989149905318,0.47832540048108907,0.47796714263780127,0.5299401197604791,0.5519729771226777,0.4755872869645325,0.6631096780797379,0.5089820359281437,0.5257689748707713,0.47855570909463124,0.5898203592814372,0.5427862224269411,0.49170888991248274
0.5079328522442295,0.5198321306105737,0.5752853267823328,0.6012078407287988,0.4901990890014842,0.6829929883822099,0.534162444342085,0.5147653411126464,0.5539433952607605,0.5111827626797687,0.526511080403296,0.47750652541071703,0.49626388249142744,0.642612211474487,0.6601924356415375,0.5601617278263985,0.621321459644813,0.5152515481856799,0.7106812016991657,0.6521316341675624,0.49754337478888383,0.49872050770254367,0.5297098111469369,0.65806847842776,0.511233942371667,0.5141255949639183,0.6187368852039511,0.5416090895132811,0.539382772915707,0.5304007369875633,0.45547366804851835,0.5312707917498337,0.49383284712626035,0.5031219612057936,0.5291724243820053,0.5389221556886228,0.4951123394237167,0.47771124417831,0.500998003992016,0.521290751829674,0.534367163109678,0.4972107067915451,0.5043502738113517,0.5153283177235273,0.4333896309944214,0.5771022058447208,0.5676083729975946,0.5009468243001177,0.4667332002661344,0.6144377910844976,0.5514611802036951,0.5276626234710067,0.49971851169455955,0.5066789497927222,0.5567326884692154,0.49987205077025443,0.5350580889503045,0.5266390296330415,0.5142279543477147,0.5360816827882696,0.5313731511336302,0.5850094682430012,0.4890475459337734,0.6158708224576489,0.531117252674139,0.5133067198935463,0.5004350273811352,0.4984901990890015,0.5510773325144583,0.5600849582885512,0.6627514202364503,0.48761451456062244,0.468857157479912,0.4987460975484928,0.5422744255079585,0.4633553406008496,0.5610829622805671,0.4979016326321716,0.5273555453196173,0.48303393213572854,0.6604739239469779,0.6218588464097446,0.5317569988228671,0.5264343108654487,0.5874916833000665,0.528302369619735,0.5061671528737398
0.5045805824248938,0.49687803879420644,0.5391268744562159,0.5719586468089461,0.5076513639387891,0.5864424996161524,0.532345565279697,0.5116433799068529,0.5296842213009878,0.5227237832028252,0.49787604278622244,0.4893802139311122,0.5043502738113517,0.5779978504529403,0.6276677414401965,0.5639234351809203,0.5599314192128564,0.47571523619427813,0.7391627002405446,0.5892829725165054,0.494370233891192,0.5055529965709608,0.5259481037924152,0.573135779722606,0.4543221249808076,0.51407441527202,0.5953221761604994,0.5104150673012948,0.52814883054404,0.5217257792108092,0.48175443983827215,0.45979835201392083,0.4934489994370233,0.5169148881723732,0.47758329494856444,0.49524028865346226,0.5790982138287527,0.48431342443318487,0.5350836787962537,0.5354419366395414,0.48249654537079684,0.5084958288551102,0.5116689697528021,0.5045294027329955,0.5023798556732688,0.5718562874251497,0.574108193868673,0.5231844004299094,0.4652745790470341,0.547008547008547,0.5553764266339116,0.533957725574492,0.4893290342392138,0.5361328624801679,0.5268949280925329,0.5219304979784022,0.5533292389579816,0.5037105276626236,0.5290444751522596,0.47497313066175345,0.5025078049030145,0.5310916628281899,0.5491580940682737,0.5618250678130916,0.5139720558882236,0.5359281437125748,0.49101796407185627,0.48891959670402785,0.5276626234710067,0.5955780746199908,0.6910793797021342,0.5013306719893547,0.5187829469266595,0.49186242898817756,0.5443216131838886,0.5198065407646246,0.5417370387430268,0.49682685910230817,0.5439377654946518,0.49608475356978343,0.663314396847331,0.5507190746711705,0.502021597829981,0.4767388300322432,0.6301499564972619,0.5213419315215723,0.4853881979630483
0.48449255335482877,0.4733097906750601,0.5178361226265418,0.6139259941655151,0.5284047290035314,0.6038180050156098,0.5565279697016224,0.508265520241568,0.5597267004452633,0.564486411791801,0.4816520804544757,0.4823941859870004,0.5255386662572292,0.6704539638671375,0.6740365423000153,0.5832181790265623,0.6279236398996878,0.4802190490813245,0.698065407646246,0.5678642714570858,0.4932698705153794,0.5036337581247761,0.5241824044219254,0.6337581247760888,0.5481089103843595,0.4451353702850709,0.662316392855315,0.5274579047034137,0.5209836736782844,0.5398945698346895,0.45250524591841956,0.5042990941194534,0.5232611699677567,0.5053226879574185,0.5227749628947234,0.5069604380981626,0.5508982035928144,0.46064281693024206,0.5252571779517887,0.5290444751522596,0.48838220993909615,0.4620502584574441,0.5045038128870465,0.5161216029479502,0.5009212344541686,0.6415118480986745,0.5472388556220891,0.5036849378166743,0.4705716771585035,0.5788423153692616,0.5432724294999745,0.559649930907416,0.519473872767286,0.5313987409795794,0.5151235989559342,0.5389221556886228,0.4789395567838681,0.5527918521930497,0.5118992783663442,0.50381288704642,0.5701673575925073,0.5113363017554634,0.6230871590153026,0.5763601003121961,0.4907364757664159,0.5785864169097702,0.5110292236040739,0.5173243257075592,0.5330109012743743,0.5733660883361482,0.6646450688366856,0.47448692358872,0.508035211628026,0.4771226777214801,0.49984646092430524,0.4980295818619171,0.5260760530221608,0.4925533548288039,0.5164286810993398,0.49818312093761197,0.6442755514611802,0.5661241619325452,0.5062695122575361,0.5096985516147192,0.6212702799529146,0.551410000511797,0.4946517221966323
0.5260504631762117,0.451584011464251,0.5633604585700394,0.6355494139925277,0.5355954757152361,0.555632325093403,0.5326782332770356,0.5174010952454066,0.5234147090434516,0.5478786017708173,0.4876401044065715,0.5196785915348789,0.463227391371104,0.6477045908183633,0.7370643328727161,0.5733660883361482,0.6233942371666923,0.47576641588617635,0.6869594145043247,0.5444751522595834,0.5091355750038385,0.5188597164645069,0.5696811505194739,0.5250268693382466,0.4308562362454578,0.4685756691744715,0.6001842468908336,0.5230564512001638,0.5749782486309433,0.47136496238292647,0.49672449971851174,0.5106709657607861,0.4961871129535801,0.5210604432161319,0.48027022877322273,0.5491069143763754,0.5451660781002099,0.4884333896309944,0.5538666257229131,0.5369773273964891,0.49421669481549724,0.5020727775218793,0.5398178002968421,0.5169148881723732,0.5045805824248938,0.6166641076820718,0.5595219816776703,0.5377450227749629,0.4809355647679001,0.48549055734684476,0.5864680894621015,0.5489021956087824,0.5036849378166744,0.5037105276626235,0.5297098111469369,0.517477864783254,0.5767183581554838,0.5181943804698296,0.5278673422385998,0.5013818516812529,0.5169404780183222,0.5492860432980193,0.5541225241824044,0.6071702748349456,0.4785812989405804,0.5246942013409079,0.5132043605097496,0.4960591637238344,0.5496698909872564,0.5972158247607349,0.6814831874712114,0.4830083422897794,0.4976457341726802,0.508035211628026,0.5318081785147653,0.5359281437125749,0.5110036337581247,0.5583704386099596,0.5168125287885768,0.48761451456062244,0.6608065919443165,0.5827319719535289,0.525308357643687,0.5092635242335841,0.6280259992834843,0.5327550028148831,0.5201392087619632
0.4952146988075132,0.48922667485541743,0.552433594349762,0.513460258969241,0.43958237371411024,0.599646860125902,0.5541225241824045,0.5103894774553457,0.5316034597471723,0.5652285173243258,0.5207533650647423,0.47860688878652946,0.4944214135830903,0.5908439531194023,0.7103741235477761,0.5342648037258816,0.6668713854342597,0.4883310302471979,0.671349608475357,0.5733916781820974,0.5138185168125288,0.4785301192486822,0.524489482573315,0.6420236450176571,0.5611853216643635,0.497978402170019,0.615128716925124,0.5400992886022826,0.5375914836992681,0.46537693843083056,0.4780695020215978,0.4622805670709863,0.513460258969241,0.5100056297661089,0.5035058088950304,0.4816776703004248,0.5056809458007062,0.47768565433236093,0.5228261425866216,0.5225958339730794,0.503992015968064,0.4857976354982343,0.5121039971339373,0.5079328522442295,0.44280669430370023,0.6413071293310814,0.559675520753365,0.5083422897794155,0.490557346844772,0.5888735349813193,0.5804288858181074,0.47203029837760374,0.5272020062439224,0.5541737038743028,0.5251548185679922,0.5179640718562873,0.490352628077179,0.5228773222785198,0.5365678898613031,0.5491069143763754,0.5308869440605967,0.5407134449050617,0.5216234198270127,0.5892829725165055,0.4997185116945596,0.5621065561185322,0.49777368340242595,0.5014330313731512,0.5172987358616101,0.5647167204053432,0.6616510568606377,0.5489021956087824,0.4889963662418752,0.48848456932289264,0.5303751471416142,0.4546547929781463,0.5286606274630228,0.477915962945903,0.4899943702338912,0.49347458928297255,0.6895183990992374,0.5483136291519525,0.4987460975484927,0.5058600747223502,0.6610880802497568,0.5110292236040739,0.4716464506883669
0.5221863964378934,0.474691642356313,0.5352116280259992,0.6191975024310354,0.4780439121756487,0.6672808229694457,0.563488407799785,0.47356568913455144,0.509033215620042,0.5257177951788731,0.4989252264701366,0.5228517324325708,0.4967244997185117,0.637391882900865,0.6310711909514305,0.5808639131992426,0.5734428578739956,0.45122575362096323,0.6248272685398433,0.5867495777675419,0.49992323046215253,0.5092891140795333,0.5524080045038129,0.6411280004094375,0.5008188750703721,0.4695480833205384,0.6135677363222274,0.5102103485337018,0.5795588310558369,0.5039664261221148,0.45222375761297917,0.5114898408311583,0.4907876554583142,0.5279697016223962,0.5156098060289677,0.519883310302472,0.5339321357285429,0.5162239623317467,0.5343927529556273,0.5089564460821947,0.5188085367726086,0.486539741030759,0.5246942013409079,0.5311684323660371,0.49014790930958596,0.6177644710578842,0.5293771431495983,0.5270996468601259,0.46826859102308205,0.5878755309893035,0.559854649675009,0.5443472030298379,0.5185782281590664,0.5302727877578176,0.5436306873432623,0.5212139822918266,0.48175443983827215,0.5449613593326168,0.5153283177235273,0.5131275909719024,0.5063462817953837,0.5262807717897539,0.5272787757817698,0.5392548236859613,0.44705460873125547,0.5412764215159425,0.49971851169455966,0.5178617124724909,0.5499513792926967,0.578125799682686,0.7146732176672297,0.48500435027381134,0.5311172526741389,0.5161983724857976,0.5515379497415426,0.4462357336608833,0.5428629919647885,0.5391524643021649,0.48362249859255846,0.477301806643124,0.6387225548902196,0.5342648037258815,0.5111827626797687,0.5329853114284251,0.6692000614156303,0.4979016326321716,0.5279441117764471
0.5240800450381289,0.4786324786324786,0.548415988535749,0.5584472081478069,0.519269153999693,0.6408721019499463,0.5117713291365985,0.49465172219663234,0.5120272275960899,0.5444751522595833,0.5175290444751522,0.5053226879574184,0.4735145094426531,0.6287169251241107,0.698065407646246,0.6099851578893495,0.6012334305747479,0.445954245355443,0.7092225804800656,0.6347817186140539,0.5138185168125288,0.522493474589283,0.5527150826552023,0.6216285377962025,0.5488766057628333,0.4796048927785455,0.6310200112595323,0.5057577153385536,0.5428629919647884,0.514458262961257,0.48201033829776346,0.48533701827115006,0.5107477352986335,0.5147653411126465,0.4831618813654742,0.5525615435795076,0.5531245201903884,0.4690106965556068,0.5221608065919444,0.5738011157172833,0.4709043451558421,0.469471313782691,0.5137673371206306,0.5557090946312503,0.510440657147244,0.6292799017349915,0.5865448589999489,0.5083934694713137,0.48364808843850765,0.55161471927939,0.5787143661395158,0.5843185424023747,0.5153283177235273,0.5079584420901786,0.5233891191975024,0.5348789600286608,0.49529146834536053,0.5376938430830646,0.5011003633758125,0.521086033062081,0.5304007369875634,0.5569374072368084,0.5998771687394442,0.6053533957725575,0.4461077844311377,0.5735963969496904,0.5353907569476433,0.5094170633092789,0.5572188955422487,0.5730590101847587,0.6969650442704336,0.526511080403296,0.5361328624801679,0.4988484569322893,0.575336506474231,0.508419059317263,0.5337785966528481,0.5235938379650954,0.49152976099083884,0.4893802139311122,0.6533855366190696,0.5966528481498541,0.5247453810328062,0.518501458621219,0.6581708378115564,0.5399457495265879,0.5074466451711961
