Aeromonas,Alphatorquevirus,Bacillus,Bacteroides,Burkholderia,Capnocytophaga,Cellulomonas,Clostridium,Comamonas,Cupriavidus,Oerskovia,Pantoea,Prevotella,Psychrobacter,Shewanella,Stenotrophomonas,Veillonella
0.6084715937657115,0.6001256913021619,0.5558069381598794,0.6149069884364002,0.7201608848667673,0.5947209653092006,0.5703619909502262,0.5386375062845651,0.5433383609854199,0.5479889391654098,0.5225490196078433,0.5907491201608849,0.7109100050276521,0.557114127702363,0.6030668677727501,0.6717948717948719,0.6394167923579688
0.5236551030668677,0.5913775766716943,0.5675967823026646,0.6568376068376068,0.692357968828557,0.6516591251885369,0.5897435897435898,0.5770236299648064,0.5795374560080442,0.5760180995475114,0.5515585721468075,0.4941930618401207,0.6861488185017597,0.5750879839115134,0.5963046757164403,0.6216691804927099,0.6196581196581197
0.5803921568627451,0.6165158371040723,0.5510558069381599,0.6040221216691805,0.6872549019607843,0.5997234791352438,0.5765460030165912,0.5785067873303167,0.5464303670186024,0.5974610356963298,0.542684766214178,0.5845651080945199,0.7268225238813474,0.5483911513323277,0.5557817998994471,0.6681246857717446,0.6663147310206134
0.6363247863247862,0.6114127702362996,0.6894167923579688,0.6547762694821517,0.7239316239316239,0.6003770739064856,0.6283559577677225,0.6101307189542483,0.6482654600301659,0.6235294117647059,0.5772247360482654,0.5786827551533433,0.7186525892408245,0.6214932126696834,0.6115887380593262,0.7382604323780795,0.6265711412770236
0.5901960784313725,0.6282051282051282,0.5929361488185018,0.6902463549522373,0.6978632478632478,0.6120412267471091,0.6235545500251383,0.5613122171945701,0.6127450980392157,0.5306686777275013,0.5551784816490699,0.5872549019607843,0.7165409753645049,0.5753393665158371,0.5451231774761186,0.6748868778280543,0.6567621920563097
0.596078431372549,0.6070889894419306,0.6427099044746104,0.5941427853192559,0.7030417295123177,0.6147058823529412,0.5359225741578684,0.5552790346907994,0.5875565610859729,0.5775012569130216,0.5435143288084465,0.589894419306184,0.7736551030668678,0.5691804927099046,0.6002513826043238,0.7198592257415787,0.6772247360482655
0.626923076923077,0.5907491201608848,0.6123931623931624,0.6606586224233284,0.6975867269984917,0.6097787833081951,0.5677978883861237,0.547209653092006,0.5779537456008045,0.5562091503267974,0.5625188536953243,0.5405982905982906,0.7463549522373052,0.5607591754650578,0.595676219205631,0.7110105580693816,0.6842885872297637
0.5354449472096531,0.5812971342383106,0.5353443941679237,0.5391151332327803,0.6868275515334339,0.6022121669180492,0.4894419306184012,0.5884364002011061,0.4940673705379588,0.5412770236299648,0.488034188034188,0.5839869281045752,0.7159879336349925,0.5587229763700352,0.5713172448466566,0.6494972347913524,0.6765711412770237
0.6051282051282051,0.6296128707893414,0.6296380090497737,0.6404223227752639,0.7211161387631976,0.6163398692810458,0.6237556561085973,0.5965309200603318,0.6004524886877829,0.5476621417797889,0.5496480643539468,0.5384112619406737,0.7307692307692306,0.5653594771241831,0.6176470588235294,0.707642031171443,0.66596279537456
0.5825540472599295,0.609376571141277,0.6648064353946707,0.5732780291603821,0.7249874308697837,0.6381096028154852,0.6047762694821519,0.5516339869281045,0.6653343388637506,0.5700854700854701,0.5449723479135243,0.5268728004022122,0.7205128205128205,0.5862493715434891,0.5644042232277526,0.7432629462041227,0.613499245852187
