Actinomadura,Actinomyces,Aeromonas,Aggregatibacter,Agrobacterium,Alistipes,Amycolatopsis,Anaerococcus,Aureimonas,Azospirillum,Bacillus,Bacteroides,Bifidobacterium,Bordetella,Brachybacterium,Burkholderia,Capnocytophaga,Cellulomonas,Cellulosimicrobium,Clostridium,Collinsella,Comamonas,Cupriavidus,Curtobacterium,Dietzia,Eikenella,Exiguobacterium,Gemella,Granulicatella,Helicobacter,Janibacter,Kocuria,Kytococcus,Lactobacillus,Lactococcus,Leclercia,Legionella,Leifsonia,Leptotrichia,Neisseria,Nocardiopsis,Ochrobactrum,Oerskovia,Paenibacillus,Pandoraea,Pantoea,Parabacteroides,Paracoccus,Porphyromonas,Prevotella,Providencia,Pseudonocardia,Psychrobacter,Rahnella,Rhodococcus,Roseomonas,Rothia,Shewanella,Stenotrophomonas,Sutterella,Tyzzerella,Veillonella,Vibrio,Weissella,Williamsia,Yersinia
0.47893413775766713,0.5289341377576671,0.5857968828557063,0.49494720965309197,0.5794871794871794,0.5083710407239819,0.49356460532931123,0.48667672197083967,0.4801910507792861,0.4854449472096531,0.6114630467571645,0.6722222222222223,0.4868526897938662,0.49034690799396685,0.4677727501256913,0.6969079939668175,0.6017094017094018,0.5713675213675213,0.5437657114127702,0.561236802413273,0.5225741578682755,0.5998491704374058,0.5290095525389643,0.4691302161890398,0.5266214177978884,0.5455253896430367,0.4698340874811463,0.4981146304675716,0.5285067873303166,0.508647561588738,0.5092760180995475,0.4377073906485671,0.4630216189039718,0.5504022121669181,0.5641277023629964,0.4516339869281046,0.4955756661639014,0.5054047259929613,0.575465057817999,0.565761689291101,0.49901960784313726,0.4933132227249874,0.566214177978884,0.48818501759678234,0.5573906485671191,0.5407742584213172,0.5985168426344897,0.5203619909502264,0.5439165409753646,0.7020864756158874,0.4416289592760181,0.45945198592257414,0.5379084967320261,0.4940673705379588,0.5249120160884867,0.46452991452991454,0.5117395676219205,0.5612619406737054,0.6729763700351935,0.5173956762192057,0.5713926596279537,0.6173202614379085,0.45356963298139763,0.5040221216691805,0.47518853695324287,0.5296631473102061
0.47481146304675714,0.5035444947209653,0.5606334841628958,0.505455002513826,0.5439165409753645,0.5355957767722473,0.5021116138763198,0.4795374560080443,0.5135746606334841,0.5021116138763198,0.5855957767722475,0.642483660130719,0.5680995475113122,0.4843137254901961,0.42337858220211166,0.6787581699346406,0.5912016088486677,0.5753142282554048,0.5077928607340372,0.5798642533936651,0.5336349924585218,0.54175465057818,0.5275012569130217,0.43366013071895426,0.4629210658622423,0.5432629462041226,0.47219708396178983,0.5023881347410759,0.5204876822523883,0.5306938159879335,0.5158119658119658,0.4556309703368527,0.48750628456510814,0.4476118652589241,0.5234288587229764,0.4584967320261438,0.5093011563599799,0.5004776269482152,0.5534188034188035,0.4986425339366516,0.5148567119155354,0.46302161890397187,0.523202614379085,0.47222222222222227,0.5601307189542484,0.5400452488687782,0.5604323780794369,0.43564605329311207,0.5280291603821016,0.6368275515334338,0.4631473102061337,0.46372549019607845,0.5450226244343891,0.5078179989944696,0.49067370537958777,0.44316239316239325,0.5151835093011564,0.5690296631473102,0.6922322775263952,0.5104072398190045,0.5295374560080442,0.5590749120160884,0.48579688285570644,0.49989944695827054,0.48446455505279035,0.5298139768728004
0.496204122674711,0.5776520864756158,0.5459276018099548,0.4859225741578683,0.46405228758169936,0.4995977878330819,0.5082704876822524,0.46623931623931625,0.48773252890899954,0.4876822523881348,0.6055304172951232,0.5815987933634993,0.5283810960281549,0.47752639517345397,0.5038712921065862,0.7115887380593263,0.5947209653092007,0.5470085470085471,0.48650075414781296,0.5631221719457014,0.5238059326294621,0.5344645550527903,0.5169180492709904,0.4095776772247361,0.5315987933634992,0.5205882352941177,0.5116892911010558,0.4981146304675716,0.5159879336349924,0.5064856711915535,0.5111613876319758,0.47184514831573654,0.5011814982403219,0.5785067873303167,0.5224987430869783,0.47983911513323274,0.47435897435897434,0.5235796882855706,0.497737556561086,0.553921568627451,0.48325791855203615,0.49079939668174954,0.4942433383609854,0.46827551533433887,0.5266465560583208,0.5158119658119658,0.5543740573152338,0.47805429864253396,0.541352438411262,0.7359728506787331,0.4995475113122172,0.4684514831573655,0.5352941176470588,0.5362996480643539,0.561639014580191,0.4651080945198592,0.6142533936651584,0.5986173956762193,0.6394167923579688,0.5061588738059326,0.5628456510809452,0.6499748617395676,0.4884866767219709,0.5013071895424838,0.4617395676219206,0.5283559577677225
0.47594268476621415,0.5555052790346907,0.5617395676219206,0.55412267471091,0.5248868778280543,0.5522121669180492,0.49356460532931123,0.45739064856711914,0.46551030668677734,0.45502765208647566,0.5877073906485671,0.6675716440422322,0.5295625942684766,0.48652589240824534,0.5025641025641026,0.7305932629462042,0.5958521870286576,0.5303670186023127,0.487305178481649,0.5967068878833585,0.5296882855706385,0.5759426847662141,0.552061337355455,0.48004022121669176,0.5159879336349924,0.5734539969834087,0.5026143790849673,0.5122674710910005,0.5361990950226243,0.536978381096028,0.4985671191553544,0.45412267471091,0.5010055304172951,0.47885872297637005,0.5135997988939165,0.4476370035193565,0.5124183006535947,0.5543489190548013,0.5574409250879838,0.5345902463549522,0.45824534942182,0.4523881347410759,0.5169934640522876,0.4801910507792861,0.5328305681246858,0.49653092006033184,0.5991201608848667,0.5163398692810458,0.543011563599799,0.7306686777275013,0.4658622423328306,0.48976872800402216,0.5193815987933634,0.5165409753645048,0.5019356460532931,0.4703368526897939,0.569884364002011,0.5738310708898944,0.6671191553544495,0.5090497737556561,0.5461035696329813,0.6661639014580192,0.48712921065862247,0.5009552538964305,0.47262443438914026,0.5108597285067873
0.49170437405731526,0.6214680744092509,0.5324283559577677,0.49474610356963294,0.5196832579185521,0.5599296128707894,0.5109351432880844,0.4546757164404223,0.48793363499245856,0.4790849673202614,0.5742332830568124,0.594142785319256,0.5254399195575666,0.46732026143790845,0.42551533433886374,0.6531422825540473,0.6262694821518351,0.5468577174459528,0.5245600804424334,0.5572649572649573,0.5154851684263448,0.5079688285570638,0.5397435897435898,0.40314228255404727,0.4653092006033182,0.5037707390648567,0.46963298139768733,0.5079939668174962,0.536701860231272,0.4852187028657617,0.4862242332830568,0.39904474610356955,0.49653092006033184,0.5315233785822021,0.5207390648567118,0.4799145299145299,0.4961287078934138,0.501131221719457,0.5350175967823028,0.5435897435897435,0.5078431372549019,0.44230769230769235,0.542357968828557,0.4780040221216692,0.5409753645047762,0.47971342383107085,0.5720965309200603,0.39215686274509803,0.5032931121166416,0.6930367018602313,0.5079939668174962,0.49758672699849166,0.5563097033685269,0.51649069884364,0.48039215686274506,0.45515334338863755,0.6072146807440926,0.5621166415284061,0.6580945198592257,0.4815736551030668,0.5664655605832076,0.6538461538461539,0.4836349924585219,0.5185268979386627,0.452262443438914,0.5328305681246858
0.5117395676219205,0.5476621417797889,0.5693061840120665,0.4901709401709401,0.5312719959778782,0.5110608345902463,0.4801910507792861,0.4791352438411262,0.4560583207642031,0.49356460532931123,0.6210407239819005,0.6620412267471091,0.5289341377576672,0.4858220211161388,0.49185520361990953,0.7251885369532427,0.578657616892911,0.5502513826043238,0.4915786827551533,0.586375062845651,0.5331322272498743,0.5839366515837104,0.5702362996480644,0.47224736048265464,0.5003267973856209,0.5332327802916038,0.49994972347913524,0.49517345399698337,0.5248868778280543,0.5180241327300151,0.4847159376571141,0.4446958270487682,0.5318250377073906,0.5277023629964805,0.5226495726495726,0.4845651080945198,0.5018099547511312,0.5467068878833585,0.5034188034188034,0.5334841628959276,0.5268476621417798,0.484238310708899,0.5186023127199598,0.48164906988436396,0.5585218702865762,0.5348919054801408,0.59947209653092,0.5130467571644042,0.5577677224736048,0.730517848164907,0.45515334338863744,0.45937657114127706,0.6038210155857215,0.506586224233283,0.5005027652086476,0.4681246857717446,0.5306184012066365,0.6006787330316742,0.7258169934640523,0.5102061337355455,0.5689793866264454,0.623604826546003,0.49436902966314733,0.522800402212167,0.4936651583710407,0.5312217194570136
0.5046003016591252,0.5691050779286073,0.570537958773253,0.5200351935646053,0.5957516339869282,0.48795877325289083,0.47430869783810964,0.4614127702362997,0.4943438914027149,0.4703117144293615,0.6417546505781799,0.5926344896933133,0.5288838612368024,0.4816993464052288,0.44484665661136247,0.7078179989944695,0.6066365007541478,0.5974358974358974,0.5517094017094016,0.5761437908496732,0.5172197083961789,0.5891151332327802,0.5322775263951735,0.5129210658622424,0.5215686274509804,0.508974358974359,0.478054298642534,0.48929110105580687,0.5364253393665159,0.4868526897938663,0.49127702362996484,0.4348667672197084,0.49369029663147307,0.4761186525892408,0.5716440422322775,0.48079436902966316,0.5178733031674208,0.5055806938159879,0.5077425842131724,0.46915535444947215,0.5216440422322774,0.49660633484162897,0.5654600301659126,0.4830316742081448,0.5531171442936148,0.516163901458019,0.5495223730517849,0.4467320261437909,0.5399949723479136,0.6830819507290096,0.482780291603821,0.46797385620915033,0.541955756661639,0.5015837104072398,0.5623931623931624,0.47626948215183507,0.5139014580191051,0.5687280040221216,0.7081447963800905,0.48476621417797894,0.5599296128707892,0.628657616892911,0.49037204625439923,0.4997988939165409,0.5186274509803922,0.5313474107591755
0.5120915032679738,0.5358471593765711,0.6078682755153344,0.4886375062845651,0.5481649069884365,0.5016339869281047,0.4890145801910508,0.47569130216189043,0.4832579185520362,0.4855203619909502,0.6692559074912017,0.6371794871794871,0.5312217194570136,0.44796380090497734,0.49092508798391155,0.6941427853192559,0.6210910005027652,0.5291101055806939,0.5235796882855707,0.557516339869281,0.5151080945198592,0.6215937657114128,0.5910759175465057,0.47038712921065856,0.516817496229261,0.5079939668174962,0.4939165409753646,0.4981146304675716,0.5276520864756158,0.49235796882855704,0.47697335344394165,0.46008044243338364,0.4902714932126697,0.4648064353946707,0.5507541478129713,0.5067873303167421,0.47533936651583714,0.5622674710910005,0.5430367018602312,0.5202614379084968,0.5199849170437406,0.4795625942684766,0.5616390145801909,0.5131221719457013,0.5713926596279537,0.5131473102061338,0.5347410759175465,0.519356460532931,0.47234791352438416,0.6714932126696833,0.5017345399698341,0.5043740573152339,0.5927601809954751,0.47184514831573654,0.5262694821518351,0.4471091000502765,0.5304424333836099,0.5909753645047763,0.7143288084464556,0.4882855706385118,0.5285067873303168,0.6397687280040221,0.4955756661639015,0.5184514831573656,0.47061337355455,0.5412267471091001
0.4820261437908496,0.5452237305178482,0.5717697335344394,0.5022373051784816,0.5830819507290096,0.5510809451985923,0.5339115133232779,0.4793363499245853,0.5054047259929613,0.49195575666163904,0.592885872297637,0.6438662644544997,0.5514328808446456,0.4712418300653595,0.4460532931121167,0.6891905480140774,0.6302664655605833,0.60253896430367,0.4913775766716943,0.5797385620915032,0.5334841628959276,0.639165409753645,0.5901960784313725,0.45309200603318245,0.4784313725490196,0.5026646556058321,0.47410759175465056,0.5023881347410759,0.50105580693816,0.5129462041226747,0.49245852187028655,0.44753645047762697,0.4741075917546506,0.4994469582704877,0.5074157868275515,0.49142785319255916,0.4872046254399196,0.5398692810457517,0.5270487682252388,0.5328054298642534,0.49733534439416793,0.47204625439919556,0.5230517848164906,0.4680744092508798,0.5417797888386123,0.51649069884364,0.5769733534439416,0.4485671191553544,0.527526395173454,0.6875565610859729,0.4565610859728506,0.49743589743589745,0.5480140774258422,0.4819004524886878,0.5255404725992963,0.49896933132227245,0.5403720462543993,0.5210910005027652,0.7001508295625942,0.5237556561085973,0.551005530417295,0.6378833584715938,0.4755656108597285,0.505656108597285,0.48672699849170437,0.5311714429361487
0.5148567119155354,0.6128959276018099,0.590422322775264,0.5047762694821518,0.4900703871292106,0.5523378582202112,0.50771744595274,0.4751131221719457,0.49492207139265965,0.465761689291101,0.6472599296128707,0.6593011563599799,0.539693313222725,0.49170437405731526,0.5522875816993464,0.760306686777275,0.6259929612870789,0.5336098541980895,0.5056058320764203,0.5463046757164404,0.5198340874811463,0.6532931121166416,0.5925087983911513,0.4599296128707893,0.5027652086475616,0.5285570638511815,0.49474610356963294,0.5021116138763198,0.5376822523881347,0.47561588738059324,0.49670688788335843,0.4798642533936652,0.4961035696329814,0.5788084464555052,0.5396178984414278,0.5025641025641024,0.48325791855203615,0.5084967320261438,0.5495223730517848,0.5501005530417296,0.5034690799396682,0.48934137757667173,0.5140774258421317,0.4668677727501257,0.5209904474610357,0.5850175967823027,0.5525138260432377,0.4470336852689794,0.4881598793363499,0.6980643539467069,0.4733031674208145,0.5054047259929613,0.5127953745600805,0.5064102564102564,0.4909502262443439,0.4830065359477124,0.5649824032176973,0.5332830568124686,0.6721216691804927,0.5234539969834087,0.5345902463549522,0.6847913524384113,0.5074660633484163,0.5143790849673202,0.488034188034188,0.5369532428355958
