y,Bifidobacteriaceae,Micrococcaceae,Microbacteriaceae,Demequinaceae,Dermabacteraceae,Dermacoccaceae,Promicromonosporaceae,Mycobacteriaceae,Actinomycetaceae,Streptomycetaceae,Nocardioidaceae,Propionibacteriaceae,Micromonosporaceae,Pseudonocardiaceae,Geodermatophilaceae,Streptosporangiaceae,Coriobacteriaceae,Lactobacillaceae,Streptococcaceae,Enterococcaceae,Leuconostocaceae,Aerococcaceae,Staphylococcaceae,Bacillaceae,Listeriaceae,Paenibacillaceae,Planococcaceae,Alicyclobacillaceae,Sporolactobacillaceae,Thermoactinomycetaceae,Peptostreptococcaceae,Ruminococcaceae,Clostridiales Family XIII. Incertae Sedis,Clostridiaceae,Lachnospiraceae,Peptococcaceae,Peptoniphilaceae,Erysipelotrichaceae,Mycoplasmataceae,Acholeplasmataceae,Oscillochloridaceae,Enterobacteriaceae,Yersiniaceae,Morganellaceae,Erwiniaceae,Rhodanobacteraceae,Xanthomonadaceae,Aeromonadaceae,Vibrionaceae,Pseudomonadaceae,Moraxellaceae,Ectothiorhodospiraceae,Chromatiaceae,Halieaceae,Halomonadaceae,Shewanellaceae,Pasteurellaceae,Coxiellaceae,Methylocystaceae,Bradyrhizobiaceae,Brucellaceae,Phyllobacteriaceae,Hyphomicrobiaceae,Methylobacteriaceae,Aurantimonadaceae,Xanthobacteraceae,Rhizobiaceae,Beijerinckiaceae,Sphingomonadaceae,Erythrobacteraceae,Acetobacteraceae,Rhodospirillaceae,Rhodobacteraceae,Hyphomonadaceae,Rickettsiaceae,Candidatus Paracaedibacteraceae,Caulobacteraceae,Pelagibacteraceae,Parvularculaceae,Neisseriaceae,Comamonadaceae,Alcaligenaceae,Burkholderiaceae,Oxalobacteraceae,Desulfobacteraceae,Desulfuromonadaceae,Gemmatimonadaceae,Flavobacteriaceae,Sphingobacteriaceae,Prolixibacteraceae,Hymenobacteraceae,Chlorobiaceae,Spirochaetaceae,Chrysiogenaceae,Deferribacteraceae,Halanaerobiaceae,Selenomonadaceae,Cardiobacteriaceae,Alteromonadaceae,Spongiibacteraceae,Desulfovibrionaceae,Chitinophagaceae,Nocardiaceae,Candidatus Nanopelagicaceae,Atopobiaceae,Sporomusaceae,Veillonellaceae,Endozoicomonadaceae,Cellvibrionaceae,Francisellaceae,Piscirickettsiaceae,Methylococcaceae,Sinobacteraceae,Kordiimonadaceae,Desulfobulbaceae,Marinifilaceae,Thermodesulfobacteriaceae,Fervidobacteriaceae,Oceanospirillaceae,Colwelliaceae,Idiomarinaceae,Fastidiosibacteraceae,Sutterellaceae,Nocardiopsaceae,Eggerthellaceae,Balneolaceae,Acidobacteriaceae,Legionellaceae,Gallionellaceae,Syntrophobacteraceae,Nautiliaceae,Beutenbergiaceae,Methylophilaceae,Thermaceae,Rubricoccaceae,Magnetococcaceae,Planctomycetaceae,Marinilabiliaceae,Aquificaceae,Eimeriidae
septic,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,5.0,1.0,0.0,1.0,27.0,0.0,0.0,176.0,2.0,9.0,0.0,11.0,1.0,8.0,52.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,30.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,63.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,92.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,28.0,0.0,3.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,5.0,4.0,3.0,235.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,99.0,0.0,15.0,0.0,0.0,12.0,91.0,0.0,0.0,76.0,4.0,12.0,11.0,42.0,0.0,23.0,31.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,3.0,8.0,0.0,0.0,50.0,1.0,0.0,0.0,16.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,20.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,64.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35.0,0.0,5.0,0.0,0.0,2.0,29.0,0.0,0.0,37.0,6.0,6.0,3.0,17.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,22.0,3.0,46.0,0.0,0.0,4.0,1.0,0.0,13.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,2.0,20.0,9.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,7.0,178.0,2.0,5.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,2.0,0.0,87.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,28.0,0.0,7.0,0.0,0.0,0.0,24.0,0.0,0.0,41.0,5.0,7.0,2.0,104.0,0.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
healthy,39.0,38.0,993.0,0.0,0.0,1.0,12.0,0.0,39.0,1.0,0.0,15.0,19.0,3.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,92.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,10.0,0.0,217.0,0.0,0.0,0.0,9.0,40.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,33.0,0.0,4.0,0.0,0.0,3.0,36.0,0.0,0.0,6.0,0.0,10.0,1.0,13.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,12.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,219.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,43.0,0.0,0.0,5.0,169.0,0.0,0.0,43.0,26.0,214.0,9.0,45.0,4.0,30.0,24.0,0.0,0.0,1.0,0.0,11.0,0.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
healthy,33.0,10.0,1034.0,0.0,0.0,0.0,14.0,0.0,30.0,0.0,0.0,39.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,57.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,133.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,1.0,4.0,1.0,120.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,9.0,0.0,4.0,0.0,0.0,0.0,435.0,0.0,10.0,7.0,2.0,19.0,16.0,0.0,0.0,1.0,138.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,18.0,1.0,3.0,2.0,9.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,163.0,3.0,436.0,0.0,0.0,15.0,8.0,1.0,311.0,1.0,1.0,151.0,19.0,4.0,8.0,0.0,21.0,2.0,6.0,1.0,0.0,3.0,1.0,61.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,16.0,0.0,11.0,2.0,0.0,0.0,2.0,1.0,61.0,0.0,842.0,0.0,1.0,0.0,49.0,18.0,0.0,0.0,28.0,92.0,0.0,3.0,0.0,1.0,0.0,14.0,10.0,0.0,45.0,0.0,12.0,0.0,0.0,18.0,29.0,0.0,0.0,38.0,9.0,8.0,4.0,77.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,306.0,6.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,7.0,34.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,154.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
septic,2.0,0.0,0.0,0.0,2.0,0.0,137.0,0.0,3.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,1.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,158.0,7.0,0.0,0.0,0.0,9.0,1.0,0.0,134.0,2.0,0.0,45.0,12.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,19.0,0.0,510.0,0.0,0.0,0.0,20.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,62.0,0.0,9.0,0.0,0.0,5.0,42.0,0.0,0.0,14.0,6.0,24.0,0.0,21.0,0.0,12.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,32.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,4.0,3.0,1.0,0.0,0.0,0.0,274.0,0.0,11.0,6.0,0.0,7.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,90.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,89.0,0.0,1.0,20.0,12.0,15.0,0.0,0.0,7.0,9.0,10.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,117.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,13.0,0.0,367.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,9.0,0.0,0.0,1.0,32.0,0.0,0.0,7.0,3.0,10.0,6.0,16.0,0.0,7.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,34.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,69.0,0.0,0.0,8.0,5.0,0.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,228.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,13.0,0.0,378.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,209.0,5.0,0.0,1.0,0.0,115.0,0.0,8.0,3.0,0.0,18.0,9.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,36.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,21.0,1.0,0.0,66.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,106.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,5.0,0.0,6.0,0.0,1.0,0.0,281.0,0.0,15.0,6.0,2.0,18.0,17.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,5.0,0.0,0.0,2.0,20.0,0.0,0.0,14.0,0.0,3.0,2.0,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
