y,Bifidobacteriales,Micrococcales,Corynebacteriales,Actinomycetales,Streptomycetales,Propionibacteriales,Micromonosporales,Glycomycetales,Pseudonocardiales,Frankiales,Geodermatophilales,Jiangellales,Streptosporangiales,Rubrobacterales,Acidimicrobiales,Coriobacteriales,Euzebyales,Lactobacillales,Bacillales,Clostridiales,Thermoanaerobacterales,Tissierellales,Erysipelotrichales,Synechococcales,Gloeobacterales,Nostocales,Chroococcales,Oscillatoriales,Mycoplasmatales,Acholeplasmatales,Entomoplasmatales,Chloroflexales,Anaerolineales,Thermoflexales,Chthonomonadales,Enterobacterales,Xanthomonadales,Aeromonadales,Vibrionales,Pseudomonadales,Chromatiales,Cellvibrionales,Oceanospirillales,Alteromonadales,Pasteurellales,Legionellales,Rhizobiales,Sphingomonadales,Rhodospirillales,Rhodobacterales,Rickettsiales,Holosporales,Magnetococcales,Caulobacterales,Emcibacterales,Pelagibacterales,Parvularculales,Sneathiellales,Neisseriales,Burkholderiales,Rhodocyclales,Desulfarculales,Desulfobacterales,Myxococcales,Desulfuromonadales,Desulfovibrionales,Campylobacterales,Bdellovibrionales,Gemmatimonadales,Flavobacteriales,Sphingobacteriales,Bacteroidales,Marinilabiliales,Cytophagales,Chlorobiales,Chitinivibrionales,Spirochaetales,Leptospirales,Parachlamydiales,Lentisphaerales,Elusimicrobiales,Fusobacteriales,Aquificales,Kosmotogales,Chrysiogenales,Deferribacterales,Holophagales,Halanaerobiales,Natranaerobiales,Selenomonadales,Cardiobacteriales,Thiotrichales,Kiloniellales,Nitrosomonadales,Chitinophagales,Fibrobacterales,Chlamydiales,Microstromatales,Candidatus Nanopelagicales,Kineosporiales,Veillonellales,Methylococcales,Nevskiales,Kordiimonadales,Minwuiales,Bradymonadales,Hydrogenophilales,Bacteroidetes Order II. Incertae sedis,Brachyspirales,Haloplasmatales,Puniceicoccales,Thermodesulfobacteriales,Thermotogales,Salinisphaerales,Immundisolibacterales,Silvanigrellales,Acidithiobacillales,Acidothermales,Eggerthellales,Nitriliruptorales,Solirubrobacterales,Ktedonobacterales,Sphaerobacterales,Deinococcales,Abditibacteriales,Balneolales,Acidobacteriales,Planctomycetales,Primates,Syntrophobacterales,Nautiliales,Candidatus Gastranaerophilales,Saprospirales,Verrucomicrobiales,Candidatus Brocadiales,Nakamurellales,Fimbriimonadales,Acidiferrobacterales,Acidaminococcales,Thermoleophilales,Thermales,Rhodothermales,Petrotogales,Nitrospirales,Synergistales,Pucciniales,Gaiellales,Herpetosiphonales,Capsulimonadales,Opitutales,Victivallales,Desulfurellales,Bacteriovoracales,Mariprofundales,Polyporales,Sedimentisphaerales,Candidatus Cryosericales,Thermomicrobiales,Desulfurobacteriales,Saprolegniales,Hypocreales,Catenulisporales,Dictyoglomales,Orbales,Gloeoemargaritales,Mesoaciditogales,Thermogemmatisporales,Methylacidiphilales,Phycisphaerales,Blastocatellales,Calditrichales,Arenicellales,Pleurocapsales,Caldisericales,Pleosporales,Ignavibacteriales,Candidatus Comantemales,Sordariales,Eucoccidiorida,Onygenales,Brevinematales
septic,177.0,1753.0,353.0,92.0,211.0,41.0,52.0,1.0,14.0,28.0,116.0,1.0,5.0,147.0,23.0,139.0,7.0,146.0,1085.0,448.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,13.0,1.0,0.0,1652.0,669.0,365.0,239.0,27.0,9.0,2.0,35.0,6.0,5.0,0.0,364.0,3849.0,29.0,37.0,36.0,3.0,9.0,0.0,0.0,7.0,0.0,0.0,20.0,90.0,1.0,1.0,8.0,18.0,0.0,15.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,2.0,9.0,0.0,13.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,350.0,2922.0,858.0,176.0,489.0,117.0,109.0,0.0,24.0,64.0,226.0,1.0,10.0,44.0,0.0,332.0,16.0,285.0,1876.0,1049.0,0.0,52.0,1.0,7.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,11.0,0.0,0.0,3136.0,293.0,574.0,485.0,2347.0,15.0,11.0,89.0,17.0,6.0,0.0,698.0,9014.0,107.0,347.0,46.0,20.0,12.0,3.0,0.0,9.0,0.0,0.0,37.0,184.0,0.0,0.0,18.0,51.0,40.0,26.0,107.0,1.0,1.0,16.0,0.0,118.0,0.0,2.0,0.0,0.0,5.0,2.0,15.0,1.0,1.0,18.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,8.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,12.0,1.0,9.0,18.0,0.0,9.0,0.0,1.0,0.0,1.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
septic,50.0,766.0,2143.0,22.0,94.0,27.0,20.0,0.0,7.0,12.0,137.0,0.0,4.0,320.0,1.0,68.0,3.0,38.0,428.0,204.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,833.0,240.0,173.0,162.0,551.0,2.0,2.0,25.0,7.0,6.0,0.0,199.0,1738.0,26.0,14.0,11.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,7.0,71.0,0.0,1.0,5.0,24.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,87.0,1532.0,344.0,230.0,220.0,38.0,77.0,0.0,9.0,42.0,127.0,0.0,2.0,6.0,0.0,195.0,7.0,1692.0,1231.0,881.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,7.0,15.0,2.0,0.0,1735.0,636.0,191.0,270.0,133.0,9.0,10.0,59.0,13.0,2.0,0.0,847.0,6141.0,62.0,44.0,33.0,5.0,13.0,13.0,0.0,4.0,0.0,0.0,33.0,91.0,1.0,0.0,13.0,46.0,3.0,30.0,26.0,1.0,0.0,3.0,0.0,3.0,0.0,13.0,0.0,0.0,1.0,28.0,10.0,0.0,0.0,70.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,7.0,0.0,3.0,0.0,1.0,0.0,1.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,909.0,1751.0,2020.0,99.0,268.0,75.0,64.0,0.0,16.0,20.0,150.0,0.0,6.0,2.0,0.0,203.0,8.0,702.0,1762.0,667.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,17.0,1.0,0.0,3070.0,470.0,617.0,326.0,156.0,19.0,31.0,110.0,12.0,2.0,0.0,1604.0,14510.0,196.0,214.0,84.0,19.0,27.0,7.0,0.0,5.0,0.0,0.0,82.0,178.0,1.0,0.0,11.0,96.0,0.0,32.0,32.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,4.0,19.0,0.0,0.0,8.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,4.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,96.0,8413.0,1702.0,41.0,75.0,164.0,11.0,1.0,24.0,5.0,18.0,1.0,14.0,3499.0,0.0,38.0,4.0,2658.0,6417.0,256.0,0.0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,7.0,1.0,0.0,2716.0,431.0,767.0,76.0,4840.0,22.0,70.0,40.0,7.0,32.0,2.0,2417.0,1404.0,181.0,152.0,124.0,156.0,48.0,17.0,2.0,1.0,0.0,0.0,108.0,668.0,53.0,0.0,10.0,12.0,7.0,10.0,247.0,0.0,0.0,75.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,4.0,1.0,9.0,13.0,10.0,2.0,0.0,1.0,0.0,0.0,49.0,5.0,2.0,12.0,9.0,1.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,34.0,275.0,450.0,13.0,79.0,8.0,9.0,0.0,1.0,5.0,29.0,0.0,1.0,0.0,0.0,24.0,1.0,73.0,213.0,117.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1223.0,240.0,686.0,58.0,2559.0,3.0,22.0,32.0,6.0,2.0,1.0,1247.0,1022.0,85.0,366.0,46.0,27.0,13.0,7.0,0.0,3.0,1.0,1.0,60.0,92.0,0.0,0.0,1.0,8.0,3.0,38.0,12.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,61.0,491.0,104.0,40.0,64.0,430.0,8.0,0.0,17.0,7.0,63.0,0.0,9.0,0.0,0.0,36.0,1.0,169.0,659.0,197.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,8.0,0.0,0.0,3132.0,281.0,313.0,152.0,144.0,20.0,1868.0,320.0,33.0,13.0,0.0,2195.0,6687.0,260.0,155.0,115.0,52.0,50.0,15.0,0.0,4.0,1.0,0.0,118.0,233.0,4.0,0.0,7.0,43.0,2.0,26.0,27.0,1.0,0.0,32.0,1.0,0.0,0.0,62.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,86.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,10.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,2.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,84.0,1588.0,863.0,144.0,280.0,191.0,41.0,2.0,22.0,34.0,97.0,4.0,11.0,811.0,0.0,132.0,4.0,1836.0,3878.0,807.0,2.0,37.0,312.0,1.0,0.0,3.0,1.0,1.0,27.0,0.0,5.0,4.0,15.0,5.0,0.0,7800.0,1291.0,3208.0,331.0,414.0,29.0,78.0,190.0,42.0,61.0,15.0,4724.0,9310.0,410.0,421.0,264.0,143.0,87.0,66.0,1.0,8.0,1.0,5.0,186.0,743.0,6.0,3.0,52.0,36.0,49.0,49.0,94.0,5.0,0.0,47.0,4.0,8.0,7.0,13.0,1.0,0.0,5.0,9.0,18.0,0.0,0.0,15.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,2.0,5.0,16.0,80.0,267.0,3.0,1.0,8.0,0.0,0.0,0.0,6.0,7.0,22.0,32.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,9.0,1.0,1.0,5.0,0.0,9.0,0.0,1.0,5.0,1.0,354.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,188.0,972.0,1188.0,58.0,130.0,20.0,45.0,1.0,148.0,21.0,62.0,1.0,5.0,1.0,0.0,89.0,5.0,512.0,859.0,340.0,2.0,3590.0,1.0,12.0,1.0,5.0,0.0,4.0,8.0,0.0,2.0,4.0,36.0,4.0,0.0,6167.0,2025.0,4405.0,277.0,5778.0,50.0,58.0,107.0,38.0,22.0,7.0,3883.0,4565.0,331.0,234.0,266.0,89.0,88.0,12.0,2.0,7.0,0.0,0.0,176.0,317.0,2.0,2.0,10.0,52.0,10.0,40.0,97.0,1.0,2.0,29.0,5.0,5.0,0.0,3.0,1.0,0.0,4.0,4.0,16.0,0.0,0.0,16.0,0.0,2.0,3.0,21.0,1.0,2.0,0.0,1.0,1.0,17.0,13.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,9.0,16.0,29.0,3.0,0.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,193.0,2396.0,159.0,217.0,920.0,297.0,40.0,0.0,4.0,27.0,85.0,2.0,5.0,781.0,0.0,108.0,1.0,8383.0,2027.0,677.0,2.0,17.0,4.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,6486.0,1199.0,893.0,242.0,3571.0,60.0,76.0,45.0,17.0,10.0,11.0,4057.0,683.0,329.0,4826.0,235.0,114.0,100.0,25.0,1.0,7.0,0.0,0.0,183.0,386.0,2.0,2.0,12.0,4.0,5.0,22.0,65.0,1.0,1.0,17.0,7.0,114.0,0.0,1.0,0.0,0.0,4.0,5.0,20.0,0.0,0.0,13.0,1.0,3.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,7.0,4.0,27.0,22.0,1.0,2.0,4.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,0.0,2.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,63.0,591.0,116.0,30.0,87.0,13.0,22.0,0.0,8.0,11.0,65.0,0.0,1.0,0.0,0.0,65.0,2.0,169.0,1283.0,292.0,0.0,10.0,1.0,6.0,0.0,3.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,3457.0,406.0,5090.0,218.0,7292.0,24.0,31.0,127.0,56.0,33.0,7.0,1523.0,1366.0,112.0,110.0,80.0,40.0,26.0,261.0,0.0,2.0,1.0,0.0,73.0,563.0,26.0,0.0,8.0,12.0,13.0,21.0,53.0,0.0,1.0,245.0,0.0,0.0,1.0,23.0,2.0,2.0,3.0,3.0,24.0,0.0,0.0,4.0,0.0,0.0,1.0,16.0,1.0,2.0,0.0,1.0,2.0,15.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,46.0,14.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,128.0,1593.0,347.0,149.0,237.0,470.0,40.0,1.0,29.0,34.0,102.0,0.0,8.0,1.0,0.0,191.0,10.0,121.0,913.0,808.0,2.0,36.0,1.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,4.0,34.0,0.0,0.0,5614.0,494.0,1888.0,274.0,2098.0,53.0,62.0,57.0,20.0,23.0,4.0,4631.0,604.0,315.0,1219.0,250.0,92.0,108.0,98.0,0.0,1.0,3.0,1.0,168.0,296.0,11.0,0.0,30.0,17.0,26.0,26.0,71.0,3.0,0.0,415.0,4.0,26.0,3.0,4.0,1.0,0.0,8.0,1.0,16.0,0.0,2.0,13.0,0.0,3.0,3.0,29.0,2.0,0.0,0.0,0.0,5.0,10.0,40.0,3.0,0.0,1.0,4.0,0.0,7.0,0.0,4.0,9.0,13.0,26.0,0.0,0.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,28.0,0.0,4.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,246.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,49.0,424.0,43.0,14.0,43.0,19.0,8.0,0.0,5.0,7.0,19.0,0.0,0.0,81.0,0.0,16.0,0.0,58.0,936.0,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1468.0,205.0,280.0,54.0,245.0,12.0,21.0,20.0,17.0,5.0,2.0,973.0,389.0,92.0,85.0,71.0,31.0,21.0,8.0,0.0,2.0,0.0,0.0,37.0,121.0,1.0,1.0,0.0,5.0,1.0,2.0,21.0,2.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,12.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,153.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,81.0,693.0,479.0,135.0,97.0,15.0,23.0,0.0,4.0,17.0,56.0,0.0,6.0,54.0,0.0,70.0,2.0,1139.0,1484.0,285.0,1.0,12.0,3.0,4.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1908.0,292.0,612.0,137.0,2578.0,23.0,16.0,21.0,10.0,3.0,1.0,1018.0,1873.0,68.0,368.0,73.0,44.0,25.0,17.0,0.0,3.0,0.0,0.0,45.0,384.0,2.0,0.0,2.0,14.0,0.0,10.0,76.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,20.0,10.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,208.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,204.0,2892.0,451.0,150.0,436.0,112.0,81.0,0.0,13.0,60.0,226.0,0.0,4.0,396.0,0.0,238.0,23.0,4004.0,2848.0,1028.0,0.0,68.0,2.0,3.0,0.0,2.0,0.0,0.0,40.0,3.0,9.0,4.0,14.0,1.0,3.0,5119.0,363.0,2568.0,504.0,760.0,68.0,26.0,70.0,27.0,29.0,2.0,1754.0,210.0,393.0,199.0,132.0,58.0,40.0,10.0,1.0,3.0,0.0,0.0,127.0,3270.0,2.0,0.0,3.0,5.0,0.0,3.0,52.0,3.0,0.0,28.0,48.0,1.0,0.0,9.0,1.0,1.0,9.0,97.0,30.0,0.0,0.0,20.0,8.0,0.0,0.0,17.0,1.0,2.0,0.0,5.0,2.0,19.0,5.0,12.0,1.0,3.0,8.0,0.0,1.0,0.0,5.0,6.0,18.0,16.0,2.0,0.0,1.0,42.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,37.0,15.0,0.0,5.0,0.0,2.0,2.0,0.0,161.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
